NR.Region,NR.District,Area,Other.Area,Plan.URL,Plan.Type,Plan.Name,Date,Publisher,BC.Park,National.Park,Connectivity.Reference,Connectivity.Management.Strategy,Connectivity.Defined,Connectivity.Pages,Connectivity.Information,OGWG_Connectivity.Practices.Addressed,OGWG_Connectivity.LegalTools.Methods.Implement.Practices,OGWG_Connectivity.Additional.Info,Connectivity.References,Connectivity.Ref.Diag1,Connectivity.Ref.Diag2,Connectivity.Ref.Diag3,Connectivity.Ref.Diag4,Connectivity.Ref.Diag5,Connectivity.Appendices,Connectivity.Corridor.Reference,Corridor.Reference,Corridor.Management.Strategy,Corridor.Defined,Corridor.Pages,Corridor.Information,OGWG_Corridor.Practices.Addressed,OGWG_Corridor.LegalTools.Methods.Implement.Practices,OGWG_Corridor.Additional.Info,Corridor.References,Corridor.Ref.Diag1,Corridor.Ref.Diag2,Corridor.Ref.Diag3,Corridor.Appendices,WildlifeMovement.Information,Network.Reference,Network.Management.Strategy,Network.Defined,Network.Pages,Network.Type,Network.Information,OGWG_Network.Practices.Addressed,OGWG_Network.LegalTools.Methods.Implement.Practices,OGWG_Network.Additional.Info,Network.References,Network.Ref.Diag1,Network.Ref.Diag2,Network.Ref.Diag3,Network.Appendices
Other - National Park,NA,NA,Kootenay National Park,https://pcweb2.azureedge.net/-/media/pn-np/bc/kootenay/WET4/info/plan/Kootenay-national-park-management-plan-2022.pdf?_gl=1*1pb9f7*_ga*NTk0OTA1MzUyLjE3MzAzMTQzNzY.*_ga_PC690N3X7Z*MTczMDMxNDM3Ni4xLjEuMTczMDMxNTA4My4wLjAuMA..,Management Plan for a National Park or Protected Area,Kootenay National Park of Canada Management plan,2022,Government of Canada,No,Yes,Yes,Yes,No,"pp. vii, 6, 9-10, 17, 20, 26-27.","The plan lists that regional connectivity and landscapes is one of seven key strategies featured within the plan.

Within the plan's section on planning context, it summarizes that: 1) aquatic ecosystems have been affected negatively by the loss of aquatic connectivity due to historic road and rail construction practices that created barriers to fish passages, and restoring the ecological integrity of aquatic ecosystems will require improvements to connectivity, and 2) collaborative efforts from various muncipalities and agencies will be required to protect biodiversity and maintain regional landscape connectivity.

Established management objective: ""the ecological impacts of human use are addressed by reducing disturbance in key wildlife corridors and other important habitat areas, promoting stewardship among park users, and by active management that mitigates potential impacts and enhances wildlife habitat in selected areas""; several subsequent targets: 1) highway upgrades and infrastructure changes will consider wildlife movement patterns to maintain habitat connectivity and apply proven mitigation techniques as needed, 2) the Tokumm Creek (above Marble Canyon) and Luxor Pass trails  are reclassified as wilderness routes, and trail maintenance is discontinued to reduce human disturbance in these key connectivity corridors, and 3) refining the grizzly bear habitat security model to better consider connectivity between habitat patches.

Under the key strategy of ""Conserving Natural and Cultural Heritage for Future Generations"" - the management objective that ""the ecological integrity of aquatic ecosystems is improved through restoration of connectivity and recovery of native fish species"" has several subsequent targets (see appendix 106).

""Key Strategy 6: Regional Connectivity and Landscapes"" outlines two management objectives - 1) ""collaboration with regional partners including government, non-government organizations, Indigenous communities, and local residents supports environmental stewardship, landscape-scale management, coordinated responses to climate change, and biodiversity conservation,"" and 2) ""wildlife corridors continue to function as movement pathways for animals travelling between the mountain parks and lands managed by others""; several subsequent targets (see appendix 107).

The plan includes a strategic environmental assessment that emphasizes the importance of maintaining landscape-level connectivity, particularly in the face of climate change and calls forcollaboration with Indigenous and regional partners to address impacts on wildlife and habitat connectivity.

Connectivity is not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appendix 106: Connectivity Management of Native Fish Species in the Yoho and Kootenay National Park Management Plans 

Appendix 107: Regional Connectivity and Landscapes Section in the Yoho and Kootenay National Park Management Plans ",Yes,Yes,Yes,No,"pp. 4, 7, 10, 16-17, 19-20, 26.","Park's significance: ""protected habitat in the park provides an important link between the Columbia Valley in British Columbia and the Bow Valley in Alberta, with the Vermilion and Kootenay river valleys providing important travel corridors for wildlife.""

Within the plan's park vision - ""As a key link in the regional ecosystem, Kootenay continues to provide critical movement corridors for wildlife, connecting habitat in British Columbia and Alberta.""

The plan states that ""the mountain national parks will strive to contribute to landscape-scale conservation in Canada by being ecologically and socially connected across boundaries. Many aspects of park management such as... wildlife corridors... function over a broad region within and beyond park borders. Parks Canada will aim to maintain and expand regional collaboration to better monitor, understand and address these and other landscape level issues""

The protection of wildlife corridors for grizzly bear and wolverine is mentioned in Park Canada's efforts to ensure protection and presentation of the Canadian Rocky Mountain Parks World Heritage Site.

Established management objective: ""wildlife corridors continue to function as movement pathways for animals travelling between the mountain parks and lands managed by others""; several subsequent targets listed (see 
appendix 107).

Established management objective: ""the ecological impacts of human use are addressed by reducing disturbance in key wildlife corridors and other important habitat areas, promoting stewardship among park users, and by active management that mitigates potential impacts and enhances wildlife habitat in selected areas.""; numerous subsequent targets (see appendix 109).

The plan recogizes Wolverine Pass and Luxor Pass as important wildlife corridors (e.g., grizzly bear and mountain goat).

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,"Appendix 107: Regional Connectivity and Wildlife Corridors in the Yoho National Park of Canada Management Plan 

Appendix 109: Reducing Disturbances in Key Wildlife Corridors in the Kootenay National Park of Canada Management Plan ","Within the plan's park vision: 1) ""a diverse array of native wildlife has secure habitat and movement pathways connected to regional landscapes,"" and 2) ""As a key link in the regional ecosystem, Kootenay continues to provide critical movement corridors for wildlife, connecting habitat in British Columbia and Alberta""

Under the plan's section on climate change and adaptation - it is acknowledged that the 
duration of the summer season may increase, resulting in changes to wildlife movement and habitat use.",No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other - National Park,NA,NA,Gulf Islands National Park Reserve,https://www.bing.com/ck/a?!&&p=834b9685d4fb2c41e532d56d83745f189474a3d9815f1265f346b652eaa3ec86JmltdHM9MTczMDI0NjQwMA&ptn=3&ver=2&hsh=4&fclid=3f49cee3-6624-6d77-363b-dbfc67906c7b&psq=Gulf+Islands+National+Park+Reserve+management+plan&u=a1aHR0cHM6Ly9wYXJrcy5jYW5hZGEuY2EvcG4tbnAvYmMvZ3VsZi9-L21lZGlhL3BuLW5wL2JjL2d1bGYvcGRmL2dpbnByX2RyYWZ0X3BsYW5fZV9hcHJpbF8yNV8yMDEzLmFzaHg&ntb=1,Management Plan for a National Park or Protected Area,Gulf Islands National Park Reserve of Canada Draft Management Plan,2013,Government of Canada,No,Yes,Yes,No,No,pg. 10.,"The plan states that regional connectivity and representivity were important considerations under the management objective that ""The condition of the broader ecosystems is improved or shows an improved trend from the last State of the Park report"" - however, connectivity is not mentioned in management targets.

Established management objective: ""Parks Canadas increased understanding of terrestrial and marine ecology allows for increased ability to effectively manage land and water as one interconnected system.""

Connectivity is not specifically referenced in management objectives/targets, nor is it defined.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cariboo,"Cariboo-Chilcotin, Cascades","South Chilcotin-Cariboo, Thompson Western Mountains","South Chilcotin Montains, Big Creek parks",https://nrs.objectstore.gov.bc.ca/kuwyyf/south_chilcotin_mountains_pk_big_creek_pk_mp_20190118_f8c3309b5c.pdf,Management Plan for a Protected Area or Provincial Park,South Chilcotin Moutains Park and Big Creek Park Management Plan,2019,BC Parks,Yes,No,Yes,Yes,No,"pp. ii, 44.","The park's diversity of landforms and ecosystems, and connectivity to surrounding areas help moderate effects of climate change and adaptation of ecosystems/species.

""Grizzly Bear is a significant species in this area, with the parks functioning as a large roadless core, providing a connection to endangered populations to the south.""

Wildlife management recommendation for grizzly bear: ""identify and maximize remote, core security areas for productive adult females and secure landscape level connectivity within the parks to adjacent areas.""

Connectivity is not defined nor is supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,"pp. 13-14, 16-17, 28, 37, 44.","Management objective: ensure healthy and thriving wildlife populations; high priority strategies: 1) identify and protect areas of highest value habitats and movement corridors , 2) Produce a detailed Grizzly Bear habitat and use map for both parks to facilitate implementation of the strategies in the management plan (e.g., movement corridors).

Includes a management recommendation for wildlife to ""Identify and protect areas of highest value habitats and movement corridors and manage as areas of minimal disturbance or core habitats within the parks, including low 
level carrying capacity for visitors and placing a priority on habitat protection over recreational use in these areas"" - areas of best available habitat information are shown in figures within the plan.

The Statimc Nation considers how climate change will impact wildlife movement corridors in the future in their own draft land use plan.

The plan includes that the protection of conservation values, including wildlife movement corridors and habitat 
use was an access management related identfied need from public input.

Corridors are not defined.",NA,NA,NA,Nxekmenlhkalha Iti tmicwa - a draft land use plan by the Statimc Nation which concerns management directions for South Chilcotin Mountains Park and has some overlap.,"Nxekmenlhkalha Iti tmicwa: STÁTIMC PRELIMINARY
DRAFT LAND USE PLAN, PART 1
",NA,NA,NA,"The plan states that ""this management plan provides direction for an adaptive approach to management in the face of information gaps on wildlife movements and critical habitats and potential impacts of access and recreational activities""; subsequent strategy: collect/map information on ecological values and critical wildlife habitats to inform decisions on access, recreational activities, facilities and future zoning changes.",No,No,No,NA,NA,"""The ecological integrity of these two parks is secured with their designation as Class A parks, allowing them to act as centres of biological diversity""; plan states that ecological integrity occurs when a network of areas supports natural ecosystem composition, structure, and function.

Multiple strategies referencing ecological integrity, but no management objectives/strategies directly referenicng ecological networks.",NA,NA,NA,NA,NA,NA,NA,NA
Cariboo,"Cariboo-Chilcotin, Cascades","South Chilcotin-Cariboo, Thompson Western Mountains",South Chilcotin Montains,https://lillooet.bc.libraries.coop/files/2019/08/Nxekmenlhkalha-2004.pdf,First Nation Developed Land Use Plan,"Nxekmenlhkalha Iti tmicwa: STÁTIMC PRELIMINARY
DRAFT LAND USE PLAN, PART 1
",2004,The Statimc Nation,No,No,No,No,No,NA,"Connectivity is not mentioned.

No management objectives or strategies referring to wildlife/habitat connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,pg. 14.,"The plan states that data on how roads interfere/displace grizzly bears was combined with Státimc knowledge regarding habitat, including movement corridors, to design a system of Grizzly Protection Areas and connections between them - these areas provide protection measures such as hunting prohibitions.

Corridors are not defined or supported with citations.",NA,NA,NA,NA,NA,NA,NA,NA,"The plan states that ""mule deer winter ranges are full protection areas in the Státimc preliminary draft land use plan, as are their migration routes and fawning areas.""",Yes,Yes,Yes,"pp. 6-7, 22.",Protected Areas Network,"Plan outlines a Státimc protected areas network that prioritizes the preservation of land/water to sustain ecology and culture guided by Státimc knowledge; it consists of interlocking ""protection areas"" where conservation is the primary focus.

All Státimc Protection Areas prohibit logging, mining, road building, cattle grazing, chemical treatments, oil and gas development, and new commercial or residential development; the plan also includes Environmentally Sensitive Areas to limit human disturbance and identify areas for responsible resource use and restoration efforts.

Areas with >60% slope are placed in the network, and 45-60% is too unless stability mapping indicates a low likelihood of a landslide.",NA,NA,NA,"Státimc Forestry Code - where permitted by the Státimc Forestry Code, Státimc restoration and fuel management
activities may be permitted in protection areas.",Státimc Forestry Code,NA,NA,NA
Cariboo,"100 Mile House, Cascades",South Chilcotin-Cariboo,"Marble Range, Edge Hills Parks",https://nrs.objectstore.gov.bc.ca/kuwyyf/marble_range_edge_hills_pk_mp_19981124_f0e3d0de2d.pdf,Management Plan for a Protected Area or Provincial Park,Management Plan for Marble Range and Edge Hills Provincial Parks,1999,BC Government,Yes,No,No,No,No,NA,"No mention of connectivity.

""Ecological linkages will be maintained by ensuring that livestock do not cause significant unnatural cover breaks or isolate wildlife species from their habitats or potential habitats.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,"pp. 19, 27, 31-33.","The park protects mule deer winter range and habitat for bighorn sheep - including a migration corridor to lambing areas (Mt. Bowman).

Management objective: ""to protect critical habitats and enhance declining habitats in conjunction with other park management and recreation use objectives, particularly California bighorn sheep summer and winter range and travel corridors in Edge Hills Park""; several subsequent strategies have been established (see appendix 39).

Identifying bighorn sheep and mule deer travel corridors is listed as a short term priority.

Corridors are not defined.",NA,NA,NA,"Range Use Plans - the grazing strategy will be to achieve the Desired Plant Community (DPC)
 within approved Range Use Plans in a way that wildlife will have priority over the foraging needs of livestock.

Forest Pracitces Code (FPC) - the term Desired Plant Community (DPC) is defined under the FPC to direct vegetation management objectives in Range Use Plans.

Cariboo-Chilcotin Land Use Plan (CCLUP) - plan states that public submissions to the CCLUP that supported a protected area for the Marble Range identifiedMt. Bowman as a central feature because of significant wildlife habitat, including a movement corridor for migrating California bighorn sheep and mule deer.",Cariboo-Chilcotin Land Use Plan (CCLUP),Range Use Plans,Forest Practices Code (FPC),Appendix 39: Corridor References in the Management Plan for Marble Range and Edge Hills Provincial Parks ,"The paln states that ""California bighorn sheep migration routes have been dwindling over the past three decades, for unknown reasons. The last remaining sheep migration routes, from winter range on the Fraser River to summer range in the Marble Range, are located here. BC Environment is planning to conduct bio-telemetry collaring studies on these sheep to determine migration routes, numbers of animals and primary migration habitat types.""

The east slope of Jesmond Lookout Area is recognized as an important mule deer migration route.",No,No,No,NA,NA,No mention of ecological networks or their management.,NA,NA,NA,NA,NA,NA,NA,NA
Cariboo,100 Mile House,100 Mile House,NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/natural-resource-use/land-water-use/crown-land/land-use-plans-and-objectives/cariboo-region/100milehouse-srmp/100milehouse_plan.pdf,Sustainable Resource Management Plan (SRMP),100 Mile House Sustainable Resource Management Plan,2005,BC Government,No,No,Yes,Yes,Yes,pp. 32-34 and 46.,"In the plan's section of the distribution of cut and leave areas, there is an established management recommendation to spatially locate mature and old forest (excluding OGMAs) to meet biodiversity distribution according to several needs in order of priority - ""ecosystem connectivity according to the principles listed in Table 10"" is included (see appendix 1).

The plan states that ""some connectivity concerns have been addressed through location of OGMAs, riparian zones and other constrained areas. In addition, careful placement of available mature forest can also contribute to connectivity. Where mature and old forest are unavailable for maintaining connectivity, older immature forest will provide some (but not all) of the connectivity characteristics of mature forest.""

States that ""Management consistent with Table 10 will assure some landscape level connectivity is maintained"" (see appendix 1).

Mentions that maintaining connectivity of suitable habitat for movement between summer/winter ranges is important - however, no specifics have been included.

The plan defines connectivity as ""a qualitative term describing the degree to which late-succession ecosystems are linked to one another to form an interconnected network"" - references the Biodiversity Guidebook.
",NA,NA,NA,"Cariboo-Chilcotin Land Use Plan (CCLUP) - the plan states that the CCLUP highlights and directs the need to plan for connectivity.

Biodiversity Guidebook - the plan uses the Guidebook's defintion of connectivity, as well as its established guidelines for natural connectivity of NDT classifications (Table 10).",Cariboo-Chilcotin Land Use Plan (CCLUP),Biodiversity Guidebook,NA,NA,NA,Appendix 1: Connectivity References in the Cariboo Sustainable Resource Management Plans (SRMPs) ,No,Yes,Yes,No,"pp. 33, 74.","The plan states that ""where specific wildlife corridors are identified, they should also be managed according to their identified management principles"" - there is no reference to which management principles the plan is referring to.

The plan recommends that inventories for ""wildlife migration corridors and natal areas for mountain goat"" ought to be completed or updated to aid in the achievement of SRMP objectives; also states that this list  is not meant to be seen as a commitment for completion by a specific agency or group.

No specific management objectives/strategies involving corridors.

Corridors are not defined.",NA,NA,NA,Cariboo-Chilcotin Land Use Plan (CCLUP) - states that  Inventory information is incomplete for many of the resource values that are required to be managed for under the CCLUP.,Cariboo-Chilcotin Land Use Plan (CCLUP),NA,NA,NA,Management objective: minimize adverse impacts of access-related activities on important bighorn sheep habitat on Crown range; subsequent strategy: Ensure sheep movement between identified habitat areas remains possible.,Yes,No,No,pg. 60.,Forest Ecosystem Network,"The plan recognizes that ""potential forest ecosystem networks"" may exist in Back-country Units #51, 55, 56, 57, 58, 59, 60, and 61 - no explanation for how these potential FENS will be considered or managed for.

Doesn't include management objectives/strategies for ecological networks.

FENs are not defined.",NA,NA,NA,NA,NA,NA,NA,NA
Cariboo,Quesnel,Quesnel,NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/natural-resource-use/land-water-use/crown-land/land-use-plans-and-objectives/cariboo-region/quesnel-srmp/quesnel_plan.pdf,Sustainable Resource Management Plan (SRMP),Quesnel Sustainable Resource Management Plan,2007,BC Government,No,No,Yes,Yes,Yes,pp. 32-33 and 46.,"In the plan's section of the distribution of cut and leave areas, there is an established management recommendation to spatially locate mature and old forest (excluding OGMAs) to meet biodiversity distribution according to several needs in order of priority - ""ecosystem connectivity according to the principles listed in Table 10"" is included (see appendix 1).

The plan states that ""some connectivity concerns have been addressed through location of OGMAs, riparian zones and other constrained areas. In addition, careful placement of available mature forest can also contribute to connectivity. Where mature and old forest are unavailable for maintaining connectivity, older immature forest will provide some (but not all) of the connectivity characteristics of mature forest.""

States that ""Management consistent with Table 10 will assure some landscape level connectivity is maintained"" (see appendix 1).

Mentions that maintaining connectivity of suitable habitat for movement between summer/winter ranges is important - however, no specifics have been included.

The plan defines connectivity as ""a qualitative term describing the degree to which late-succession ecosystems are linked to one another to form an interconnected network"" - references the Biodiversity Guidebook.
",NA,NA,NA,"Cariboo-Chilcotin Land Use Plan (CCLUP) - the plan states that the CCLUP highlights and directs the need to plan for connectivity.

Biodiversity Guidebook - the plan uses the Guidebook's defintion of connectivity, as well as its established guidelines for natural connectivity of NDT classifications (Table 10).",Cariboo-Chilcotin Land Use Plan (CCLUP),Biodiversity Guidebook,NA,NA,NA,Appendix 1: Connectivity References in the Cariboo Sustainable Resource Management Plans (SRMPs) ,No,Yes,Yes,No,"pp. 33, 70.","The plan states that ""where specific wildlife corridors are identified, they should also be managed according to their identified management principles"" - there is no reference to which management principles the plan is referring to.

The plan recommends that inventories for ""wildlife migration corridors and natal areas for mountain goat"" ought to be completed or updated to aid in the achievement of SRMP objectives; also states that this list  is not meant to be seen as a commitment for completion by a specific agency or group.

No specific management objectives/strategies involving corridors.

Corridors are not defined.",NA,NA,NA,Cariboo-Chilcotin Land Use Plan (CCLUP) - states that  Inventory information is incomplete for many of the resource values that are required to be managed for under the CCLUP,Cariboo-Chilcotin Land Use Plan (CCLUP),NA,NA,NA,The plan states that Bull Trout within the plan area are senstive to disuption of migration patterns.,No,No,No,NA,NA,Doesn't include management objectives/strategies for ecological networks.,NA,NA,NA,NA,NA,NA,NA,NA
Cariboo,Cariboo-Chilcotin ,Chilcotin,NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/natural-resource-use/land-water-use/crown-land/land-use-plans-and-objectives/cariboo-region/chilcotin-srmp/chilcotin_plan.pdf,Sustainable Resource Management Plan (SRMP),Chilcotin Sustainable Resource Management Plan,2007,BC Government,No,No,Yes,Yes,Yes,pp. 35-37 and 49.,"In the plan's section of the distribution of cut and leave areas, there is an established management recommendation to spatially locate mature and old forest (excluding OGMAs) to meet biodiversity distribution according to several needs in order of priority - ""ecosystem connectivity according to the principles listed in Table 10"" is included (see appendix 1).

The plan states that ""some connectivity concerns have been addressed through location of OGMAs, riparian zones and other constrained areas. In addition, careful placement of available mature forest can also contribute to connectivity. Where mature and old forest are unavailable for maintaining connectivity, older immature forest will provide some (but not all) of the connectivity characteristics of mature forest.""

States that ""Management consistent with Table 10 will assure some landscape level connectivity is maintained"" (see appendix 1).

Mentions that maintaining connectivity of suitable habitat for movement between summer/winter ranges is important - however, no specifics have been included.

The plan defines connectivity as ""a qualitative term describing the degree to which late-succession ecosystems are linked to one another to form an interconnected network"" - references the Biodiversity Guidebook.
",NA,NA,NA,"Cariboo-Chilcotin Land Use Plan (CCLUP) - the plan states that the CCLUP highlights and directs the need to plan for connectivity.

Biodiversity Guidebook - the plan uses the Guidebook's defintion of connectivity, as well as its established guidelines for natural connectivity of NDT classifications (Table 10).",Cariboo-Chilcotin Land Use Plan (CCLUP),Biodiversity Guidebook,NA,NA,NA,Appendix 1: Connectivity References in the Cariboo Sustainable Resource Management Plans (SRMPs) ,No,Yes,Yes,No,"pp. 36, 69, 73.","The plan states that ""where specific wildlife corridors are identified, they should also be managed according to their identified management principles"" - there is no reference to which management principles the plan is referring to.

The plan recommends that inventories for ""wildlife migration corridors and natal areas for mountain goat"" ought to be completed or updated to aid in the achievement of SRMP objectives; also states that this list  is not meant to be seen as a commitment for completion by a specific agency or group.

Management objective: Minimize adverse impacts of access-related activities on important bighorn sheep habitat on Crown range as shown on Map 6; subsequent strategy: Ensure sheep movement between identified habitat areas remains possible and the migration corridor along Churn Creek is maintained.

Corridors are not defined.",NA,NA,NA,Cariboo-Chilcotin Land Use Plan (CCLUP) - states that  Inventory information is incomplete for many of the resource values that are required to be managed for under the CCLUP,Cariboo-Chilcotin Land Use Plan (CCLUP),NA,NA,NA,NA,Yes,No,No,pp. 36-37.,Forest Ecosystem Network,"The plan states that specific forest ecosystem network placement/management strategies for this region are within the Taseko Management Zone draft report.

FENs are not defined.",NA,NA,NA,Taseko Management Zone Draft Report (2004) (Cant locate?),Taseko Management Zone Draft Report,NA,NA,NA
Cariboo,Cariboo-Chilcotin,Horsefly,NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/natural-resource-use/land-water-use/crown-land/land-use-plans-and-objectives/cariboo-region/horsefly-srmp/horsefly_plan.pdf,Sustainable Resource Management Plan (SRMP),Horsefly Sustainable Resource Management Plan,2005,BC Government,No,No,Yes,Yes,Yes,pp. 33-34 and 44.,"In the plan's section of the distribution of cut and leave areas, there is an established management recommendation to spatially locate mature and old forest (excluding OGMAs) to meet biodiversity distribution according to several needs in order of priority - ""ecosystem connectivity according to the principles listed in Table 10"" is included (see appendix 1).

The plan states that ""some connectivity concerns have been addressed through location of OGMAs, riparian zones and other constrained areas. In addition, careful placement of available mature forest can also contribute to connectivity. Where mature and old forest are unavailable for maintaining connectivity, older immature forest will provide some (but not all) of the connectivity characteristics of mature forest.""

States that ""Management consistent with Table 10 will assure some landscape level connectivity is maintained"" (see appendix 1).

Mentions that maintaining connectivity of suitable habitat for movement between summer/winter ranges is important - however, no specifics have been included.

The plan defines connectivity as ""a qualitative term describing the degree to which late-succession ecosystems are linked to one another to form an interconnected network"" - references the Biodiversity Guidebook.
",NA,NA,NA,"Cariboo-Chilcotin Land Use Plan (CCLUP) - the plan states that the CCLUP highlights and directs the need to plan for connectivity.

Biodiversity Guidebook - the plan uses the Guidebook's defintion of connectivity, as well as its established guidelines for natural connectivity of NDT classifications (Table 10).",Cariboo-Chilcotin Land Use Plan (CCLUP),Biodiversity Guidebook,NA,NA,NA,Appendix 1: Connectivity References in the Cariboo Sustainable Resource Management Plans (SRMPs) ,No,Yes,Yes,No,"pp. 34, 68.","The plan states that ""where specific wildlife corridors are identified, they should also be managed according to their identified management principles"" - there is no reference to which management principles the plan is referring to.

The plan recommends that inventories for ""wildlife migration corridors and natal areas for mountain goat"" ought to be completed or updated to aid in the achievement of SRMP objectives; also states that this list  is not meant to be seen as a commitment for completion by a specific agency or group.

No specific management objectives/strategies involving corridors.

Corridors are not defined.",NA,NA,NA,Cariboo-Chilcotin Land Use Plan (CCLUP) - states that  Inventory information is incomplete for many of the resource values that are required to be managed for under the CCLUP,Cariboo-Chilcotin Land Use Plan (CCLUP),NA,NA,NA,NA,No,No,No,NA,NA,Doesn't include management objectives/strategies for ecological networks.,NA,NA,NA,NA,NA,NA,NA,NA
Cariboo,Cariboo-Chilcotin,South Chilcotin,NA,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/natural-resource-use/land-water-use/crown-land/land-use-plans-and-objectives/cariboo-region/southchilcotin-srmp/southchilcotin_srmp_plan.pdf,Sub Regional Land Use Plan,The South Chilcotin Sub Regional Plan,1994,BC Government,No,No,Yes,No,No,"pp. 15, 117.","The plan recognizes that riparian areas maintain ecological linkages throughout the forest landscape - connecting hillsides to streams and upper headwaters to lower valley bottoms.

Plan cites that ""connectivity needs [ought to be] met"" as a biodiversity technical task - listed as a task to be completed before the Churn Creek LRUP Portion of the South Chilcotin Sub-Regional Plan can be written up - however no connectivity needs are listed.

No management objectives/strategies directly referencing connectivity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,"pp. 15, 74, 78-81, 87-88, 91, 93.","Riparian areas recognized to contain important travel corridors for wildlife.

The plan establishes the management goal of establishing wildlife tree patches (WTP) along riparian corridors to maintain grizzly bear and moose habitat.

""Where bighorn sheep move or migrate to particular areas to rut or lamb, it is of utmost importance that travel corridors to such areas be protected and maintained to ensure there is no interference with this movement""; corridors from Churn Creek and East Churn Creek to Red and French Mountain or Nine Mile Ridge and Yalakom Mountain.

Numerous management objectives/strategies to maintain bighorn sheep corridors (see appendix 5).

""Where bighorn sheep move or migrate to particular areas to rut or lamb, it is of utmost importance that travel corridors to such areas be protected and maintained to ensure there is no interference with this movement.""

Corridors are not defined.",NA,NA,NA,"Cariboo-Chilcotin Land Use Plan (CCLUP) - directs that inventories to identify sensitive habitats and management needs for bighorn sheep, as a species at risk, be undertaken and that, consistent with targets, important habitats be protected.",Cariboo-Chilcotin Land Use Plan (CCLUP),NA,NA,Appendix 5: Corridor References in the South Chilcotin Sustainable Resource Management Plan (SRMP). ,NA,Yes,Yes,No,"pp. 14-15, 100, 112, 115-116.",Forest Ecosystem Network,"Established landscape level biodiversity strategy to maintain ecological processes: establish Forest Ecosystem Networks through landscape unit planning where required.

It is stated that draft forest ecosystem networks have been mapped for South Chiltocin and Churn Creek.

Mule deer winter ranges are listed as an overlap of interest with forest ecosystem networks within the plan.

A listed task remaining to fully adress CCLUP targets: ""incorporate final forest ecosystem networks and old growth management areas into the zoning of the no harvest and modified harvest areas. Adjust the priority ranking of the no harvest areas to include FENs.""

Task to be completed before Churn Creek LRUP Portion of South Chilcotin Sub-Regional Plan can be written up: ""assess draft FENs to determine if all old growth ecosystems are represented at the minimum level specified in the seral stage tables for the biodiversity emphasis option, rare ecosystems are over-represented, forest interior condition requirements are met.""

The plan defines FENs as ""a planned landscape zone that serves to maintain or restore the natural connectivity within a landscape unit"" - no reference to where this definition is coming from.",NA,NA,NA,"Cariboo-Chilcotin Land Use Plan (CCLUP) - identifies resource planning requirements for FENs.

Forest Practices Code (FPC) - identifies operational planning requirements for forest ecosystem networks.",Cariboo-Chilcotin Land Use Plan (CCLUP),Biodiversity Guidebook,NA,NA
